source,current_name,proposed_name,name_decision,name_rationale,module,kind,parameter,current_default,default_decision,default_rationale,migration_note
python,ScoringRequest,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.execution,class,_request_token,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,ScoringRequest,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.execution,class,schema_version,'1.1',keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,ScoringResult,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.execution,class,_result_token,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,ScoringResult,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.execution,class,schema_version,'1.0',keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,StaticFixtureEngine,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.execution,class,,,n/a,No defaulted parameters.,
python,build_engine_descriptor,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.scoring.execution,function,metadata,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,build_engine_descriptor,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.scoring.execution,function,model_id,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,build_engine_descriptor,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.scoring.execution,function,prompt_driven,False,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,build_engine_descriptor,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.scoring.execution,function,prompt_template_fingerprint,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,build_score_observation,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.scoring.execution,function,confidence_metadata,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,build_score_observation,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.scoring.execution,function,evidence_references,(),keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,build_score_observation,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.scoring.execution,function,reason_code,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,build_score_observation,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.scoring.execution,function,score_category,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,build_scoring_request,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.scoring.execution,function,criterion_ids,(),keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,build_scoring_request,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.scoring.execution,function,metadata,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,build_scoring_result,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.scoring.execution,function,diagnostics,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,build_scoring_result,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.scoring.execution,function,execution_attempt,1,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,ItemBankEntry,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.item_bank,class,_token,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,ItemBankRelease,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.item_bank,class,_token,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,ItemLifecycleState,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.item_bank,class,,,n/a,No defaulted parameters.,
python,build_item_bank_entry,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.scoring.item_bank,function,,,n/a,No defaulted parameters.,
python,build_item_bank_release,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.scoring.item_bank,function,,,n/a,No defaulted parameters.,
python,migrate_scoring_request_v1,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.scoring.migrations,function,,,n/a,No defaulted parameters.,
python,AdjudicationPolicy,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.policies,class,,,n/a,No defaulted parameters.,
python,CalibrationPolicy,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.policies,class,,,n/a,No defaulted parameters.,
python,EnginePolicy,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.policies,class,allow_automated_raters,False,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,EnginePolicy,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.policies,class,allow_human_raters,True,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,EnginePolicy,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.policies,class,engine_ids,(),keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,EnginePolicy,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.policies,class,minimum_raters_per_response,1,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,MonitoringPolicy,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.policies,class,,,n/a,No defaulted parameters.,
python,ReportingPolicy,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.policies,class,include_exact_values,True,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,ValidationPolicy,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.policies,class,,,n/a,No defaulted parameters.,
python,RAGCandidateVisibility,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.rag,class,,,n/a,No defaulted parameters.,
python,RAGEvidenceRegime,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.rag,class,,,n/a,No defaulted parameters.,
python,RAGPerturbationAnchor,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.rag,class,_anchor_token,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,RAGPerturbationConstructBasis,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.rag,class,,,n/a,No defaulted parameters.,
python,RAGPerturbationDirection,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.rag,class,,,n/a,No defaulted parameters.,
python,RAGPerturbationKind,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.rag,class,,,n/a,No defaulted parameters.,
python,build_rag_perturbation_anchor,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.scoring.rag,function,,,n/a,No defaulted parameters.,
